composable_id,repo,file,composable,loc
gautam84__Foodike::FavouritesSection.kt::FavouritesSection,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/history/components/FavouritesSection.kt,FavouritesSection,39
gautam84__Foodike::TabsContent.kt::TabsContent,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/history/components/TabsContent.kt,TabsContent,15
gautam84__Foodike::CouponBar.kt::CouponBar,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/cart/components/CouponBar.kt,CouponBar,50
gautam84__Foodike::DeliverySection.kt::DeliverySection,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/cart/components/DeliverySection.kt,DeliverySection,47
gautam84__Foodike::BillSection.kt::BillSection,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/cart/components/BillSection.kt,BillSection,46
gautam84__Foodike::ItemSection.kt::ItemSection,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/cart/components/ItemSection.kt,ItemSection,90
gautam84__Foodike::CartItemCard.kt::CartItemCard,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/cart/components/CartItemCard.kt,CartItemCard,97
RevenueCat__purchases-android::InternalDebugRevenueCatScreen.kt::InternalDebugRevenueCatScreen,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/debugview/src/release/kotlin/com/revenuecat/purchases/ui/debugview/InternalDebugRevenueCatScreen.kt,InternalDebugRevenueCatScreen,7
RevenueCat__purchases-android::DebugRevenueCatScreen.kt::DebugRevenueCatScreen,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/debugview/src/main/kotlin/com/revenuecat/purchases/ui/debugview/DebugRevenueCatScreen.kt,DebugRevenueCatScreen,7
RevenueCat__purchases-android::InternalDebugRevenueCatScreen.kt::InternalDebugRevenueCatScreen,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/debugview/src/debug/kotlin/com/revenuecat/purchases/ui/debugview/InternalDebugRevenueCatScreen.kt,InternalDebugRevenueCatScreen,29
RevenueCat__purchases-android::InternalDebugRevenueCatScreen.kt::DisplayToastMessageIfNeeded,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/debugview/src/debug/kotlin/com/revenuecat/purchases/ui/debugview/InternalDebugRevenueCatScreen.kt,DisplayToastMessageIfNeeded,11
RevenueCat__purchases-android::InternalDebugRevenueCatScreen.kt::InternalDebugRevenueCatScreenPreview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/debugview/src/debug/kotlin/com/revenuecat/purchases/ui/debugview/InternalDebugRevenueCatScreen.kt,InternalDebugRevenueCatScreenPreview,50
RevenueCat__purchases-android::ScreenCondition.kt::currentWindowDpSize,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/ScreenCondition.kt,currentWindowDpSize,4
RevenueCat__purchases-android::ScreenCondition.kt::MeasurePaywallBounds,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/ScreenCondition.kt,MeasurePaywallBounds,22
RevenueCat__purchases-android::ScreenCondition.kt::MeasurePaywallBounds,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/ScreenCondition.kt,MeasurePaywallBounds,27
RevenueCat__purchases-android::PreviewHelpers.kt::previewWindowSizeConditionsState,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/PreviewHelpers.kt,previewWindowSizeConditionsState,99
RevenueCat__purchases-android::PreviewHelpers.kt::previewEmptyState,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/PreviewHelpers.kt,previewEmptyState,48
RevenueCat__purchases-android::PreviewHelpers.kt::previewIconComponentStyle,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/PreviewHelpers.kt,previewIconComponentStyle,63
RevenueCat__purchases-android::PreviewHelpers.kt::previewImageLoader,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/PreviewHelpers.kt,previewImageLoader,18
RevenueCat__purchases-android::PreviewHelpers.kt::Offering,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/PreviewHelpers.kt,Offering,70
RevenueCat__purchases-android::ComponentView.kt::ComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/ComponentView.kt,ComponentView,7
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Header_ZLayer_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Header_ZLayer_Preview,149
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_HeaderDirectHeroImage,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_HeaderDirectHeroImage,254
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_HeaderTextOnly,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_HeaderTextOnly,235
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_HeaderNoZStackNoImage,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_HeaderNoZStackNoImage,116
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_DirectImageAsBackground,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_DirectImageAsBackground,105
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_HeaderNestedStackWithImage,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_HeaderNestedStackWithImage,154
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_TransparentFooter,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_TransparentFooter,111
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_CenteredBodyFooter,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_CenteredBodyFooter,93
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_LargeFooter,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_LargeFooter,109
RevenueCat__purchases-android::LoadedPaywallComponentsPreviews.kt::LoadedPaywallComponents_Preview_WindowSizeConditions,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_WindowSizeConditions,8
RevenueCat__purchases-android::ViewWithVideoBackground.kt::ViewWithVideoBackground,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/ViewWithVideoBackground.kt,ViewWithVideoBackground,47
RevenueCat__purchases-android::TransitionView.kt::TransitionView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/TransitionView.kt,TransitionView,18
RevenueCat__purchases-android::TransitionView.kt::PaywallTransition,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/TransitionView.kt,PaywallTransition,13
RevenueCat__purchases-android::TabControlToggleView.kt::TabControlToggleView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabControlToggleView.kt,TabControlToggleView,6
RevenueCat__purchases-android::TabControlToggleView.kt::TabControlToggleView_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabControlToggleView.kt,TabControlToggleView_Preview,27
RevenueCat__purchases-android::TabControlToggleView.kt::TabControlToggleView_Gradient_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabControlToggleView.kt,TabControlToggleView_Gradient_Preview,45
RevenueCat__purchases-android::TabControlButtonView.kt::TabControlButtonView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabControlButtonView.kt,TabControlButtonView,6
RevenueCat__purchases-android::TabsComponentView.kt::TabsComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabsComponentView.kt,TabsComponentView,7
RevenueCat__purchases-android::TabsComponentView.kt::TabsComponentView_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/tabs/TabsComponentView.kt,TabsComponentView_Preview,152
RevenueCat__purchases-android::VideoComponentView.kt::VideoComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/video/VideoComponentView.kt,VideoComponentView,85
RevenueCat__purchases-android::VideoComponentView.kt::rememberVideoContentState,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/video/VideoComponentView.kt,rememberVideoContentState,19
RevenueCat__purchases-android::CountdownComponentView.kt::CountdownComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/countdown/CountdownComponentView.kt,CountdownComponentView,7
RevenueCat__purchases-android::CountdownComponentView.kt::CountdownComponentView_Preview_Running,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/countdown/CountdownComponentView.kt,CountdownComponentView_Preview_Running,25
RevenueCat__purchases-android::CountdownComponentView.kt::CountdownComponentView_Preview_TimesUp,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/countdown/CountdownComponentView.kt,CountdownComponentView_Preview_TimesUp,32
RevenueCat__purchases-android::CarouselComponentView.kt::CarouselComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,CarouselComponentView,7
RevenueCat__purchases-android::CarouselComponentView.kt::ColumnScope,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,ColumnScope,33
RevenueCat__purchases-android::CarouselComponentView.kt::Indicator,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,Indicator,95
RevenueCat__purchases-android::CarouselComponentView.kt::EnableAutoAdvance,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,EnableAutoAdvance,35
RevenueCat__purchases-android::CarouselComponentView.kt::CarouselComponentView_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,CarouselComponentView_Preview,10
RevenueCat__purchases-android::CarouselComponentView.kt::CarouselComponentView_Top_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,CarouselComponentView_Top_Preview,12
RevenueCat__purchases-android::CarouselComponentView.kt::CarouselComponentView_Loop_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/carousel/CarouselComponentView.kt,CarouselComponentView_Loop_Preview,17
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView,42
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview,26
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Bigger_Container_Fill_Fit_FitModeFill_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Bigger_Container_Fill_Fit_FitModeFill_Preview,23
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Bigger_Container_Fit_Fill_FitModeFill_Preview,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Bigger_Container_Fit_Fill_FitModeFill_Preview,23
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_SmallerContainer,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_SmallerContainer,28
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_Margin_Padding,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_Margin_Padding,31
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_LinearGradient,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_LinearGradient,49
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_RadialGradient,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_RadialGradient,42
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_MaskShape,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_MaskShape,19
RevenueCat__purchases-android::ImageComponentView.kt::ImageComponentView_Preview_FixedFixedFitMargin,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,ImageComponentView_Preview_FixedFixedFitMargin,20
RevenueCat__purchases-android::ImageComponentView.kt::previewImageComponentStyle,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,previewImageComponentStyle,66
RevenueCat__purchases-android::ImageComponentView.kt::previewImageLoader,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,previewImageLoader,30
RevenueCat__purchases-android::ImageComponentView.kt::previewImageLoader,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/image/ImageComponentView.kt,previewImageLoader,26
RevenueCat__purchases-android::ButtonComponentView.kt::ButtonComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/button/ButtonComponentView.kt,ButtonComponentView,7
RevenueCat__purchases-android::ButtonComponentView.kt::progressColorFor,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/button/ButtonComponentView.kt,progressColorFor,10
RevenueCat__purchases-android::ButtonComponentView.kt::ButtonComponentView_Preview_Default,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/button/ButtonComponentView.kt,ButtonComponentView_Preview_Default,4
RevenueCat__purchases-android::ButtonComponentView.kt::ButtonComponentView_Preview_Narrow,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/button/ButtonComponentView.kt,ButtonComponentView_Preview_Narrow,17
RevenueCat__purchases-android::ButtonComponentView.kt::previewButtonComponentStyle,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/button/ButtonComponentView.kt,previewButtonComponentStyle,42
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView,6
RevenueCat__purchases-android::TextComponentView.kt::rememberProcessedText,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,rememberProcessedText,43
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_Default,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_Default,10
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_HeadingXlExtraBold,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_HeadingXlExtraBold,18
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_SerifFont,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_SerifFont,12
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_SansSerifFont,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_SansSerifFont,12
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_MonospaceFont,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_MonospaceFont,12
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_FontSize,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_FontSize,12
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_HorizontalAlignment,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_HorizontalAlignment,14
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_Customizations,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_Customizations,17
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_Markdown,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_Markdown,11
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_LinearGradient,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_LinearGradient,36
RevenueCat__purchases-android::TextComponentView.kt::TextComponentView_Preview_RadialGradient,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/text/TextComponentView.kt,TextComponentView_Preview_RadialGradient,35
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView,11
RevenueCat__purchases-android::StackComponentView.kt::StackWithOverlaidBadge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackWithOverlaidBadge,38
RevenueCat__purchases-android::StackComponentView.kt::StackWithLongEdgeToEdgeBadge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackWithLongEdgeToEdgeBadge,171
RevenueCat__purchases-android::StackComponentView.kt::StackWithShortEdgeToEdgeBadge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackWithShortEdgeToEdgeBadge,103
RevenueCat__purchases-android::StackComponentView.kt::BoxScope,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,BoxScope,27
RevenueCat__purchases-android::StackComponentView.kt::MainStackComponent,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,MainStackComponent,323
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Vertical,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Vertical,44
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_NegativePaddingAndMarginClamped,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_NegativePaddingAndMarginClamped,47
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Scroll_VerticalStack_VerticalScroll,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Scroll_VerticalStack_VerticalScroll,55
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Overlay_Badge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Overlay_Badge,58
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_EdgeToEdge_Badge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_EdgeToEdge_Badge,26
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Pill_EdgeToEdge_Badge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Pill_EdgeToEdge_Badge,45
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Nested_Badge,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Nested_Badge,53
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Horizontal,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Horizontal,44
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Children_Extend_Over_Parent,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Children_Extend_Over_Parent,56
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_Scroll_HorizontalStack_HorizontalScroll,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_Scroll_HorizontalStack_HorizontalScroll,55
RevenueCat__purchases-android::StackComponentView.kt::StackComponentView_Preview_ZLayer,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/stack/StackComponentView.kt,StackComponentView_Preview_ZLayer,60
